Rk,Player,Pos,Age,Tm,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,eFG%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS
202,Ochai Agbaji,SG,23,TOT,76,27,20.8,2.3,5.5,0.41,0.8,2.7,0.296,1.4,2.8,0.521,0.483,0.5,0.7,0.66,0.9,1.8,2.8,1,0.6,0.6,0.8,1.5,5.8
203,Kris Murray,SF,23,POR,59,26,20.6,2.3,5.6,0.409,0.8,2.7,0.284,1.5,2.8,0.53,0.479,0.5,0.8,0.617,1.2,2.1,3.3,1.3,0.9,0.3,0.9,1.4,5.8
204,Dyson Daniels,PG,20,NOP,58,16,22.2,2.3,5.1,0.447,0.7,2.2,0.31,1.6,2.9,0.55,0.514,0.6,0.9,0.635,1,2.8,3.8,2.7,1.4,0.4,1,1.7,5.8
205,Pat Connaughton,SF,31,MIL,74,3,22.2,2,4.6,0.435,1.1,3.1,0.348,0.9,1.4,0.626,0.554,0.6,0.8,0.768,0.7,2.5,3.2,2.1,0.5,0.3,0.6,1.3,5.7
206,Larry Nance Jr.,C,31,NOP,60,0,19.8,2.2,3.9,0.571,0.4,1.1,0.413,1.8,2.8,0.629,0.627,0.8,1,0.763,1.5,3.5,5,1.8,1,0.3,0.8,1.6,5.6
207,Doug McDermott,SF,32,TOT,62,0,14.2,1.9,4.4,0.427,1.5,3.6,0.408,0.4,0.8,0.51,0.593,0.2,0.3,0.579,0.1,0.8,0.9,1.1,0.3,0,0.5,1,5.4
208,Malachi Flynn,PG,25,TOT,66,0,12.5,1.9,4.5,0.418,0.8,2.4,0.342,1.1,2.1,0.507,0.51,0.7,1,0.742,0.3,1.4,1.7,1.8,0.5,0.1,0.9,1,5.4
209,Nicolas Batum,PF,35,TOT,58,38,25.5,2,4.3,0.462,1.2,3.1,0.4,0.7,1.2,0.627,0.607,0.3,0.4,0.714,1.2,2.9,4.1,2.1,0.8,0.7,0.7,1.8,5.4
210,Kris Dunn,PG,29,UTA,66,32,18.9,2.2,4.7,0.47,0.6,1.7,0.369,1.6,3.1,0.525,0.535,0.3,0.5,0.688,0.8,2.1,2.9,3.8,1,0.4,1.2,2,5.4
211,Matisse Thybulle,SF,26,POR,65,19,22.9,1.9,4.9,0.397,1.2,3.6,0.346,0.7,1.3,0.535,0.524,0.3,0.4,0.759,0.5,1.6,2.1,1.4,1.7,0.8,0.6,1.4,5.4
212,Drew Eubanks,C,26,PHO,73,6,15.6,2.1,3.4,0.609,0,0,1,2,3.4,0.604,0.615,1,1.3,0.774,1.4,2.9,4.3,0.8,0.4,0.8,0.8,1.5,5.2
213,Davion Mitchell,PG,25,SAC,69,4,15,2,4.3,0.458,0.8,2.1,0.351,1.2,2.2,0.564,0.545,0.4,0.6,0.725,0.3,1,1.3,1.8,0.2,0,0.6,1.2,5.1
214,Luke Kornet,C,28,BOS,60,5,15.4,2.2,3.1,0.699,0,0,1,2.2,3.1,0.697,0.702,0.7,0.8,0.898,1.9,2.2,4,1,0.4,1,0.3,1.2,5.1
215,Goga Bitadze,C,24,ORL,60,33,15.7,2.1,3.4,0.608,0,0.2,0.154,2,3.2,0.639,0.613,0.9,1.4,0.651,1.8,2.9,4.7,1.3,0.5,1.2,0.7,1.7,5.1
216,Garrison Mathews,SG,27,ATL,64,5,14.8,1.6,3.4,0.465,1.3,2.9,0.449,0.3,0.5,0.563,0.657,0.5,0.7,0.81,0.3,1.2,1.4,0.6,0.3,0.1,0.3,1.8,5
217,Bryce McGowens,SG,21,CHO,57,13,14.6,1.6,3.7,0.443,0.6,1.7,0.337,1.1,2.1,0.53,0.519,1,1.3,0.767,0.3,1.4,1.7,0.8,0.4,0.1,0.5,1.3,4.8
218,Jevon Carter,PG,28,CHI,69,0,13.5,1.9,4.9,0.381,1,3.1,0.335,0.8,1.8,0.463,0.488,0.1,0.1,0.571,0.1,0.7,0.8,1.1,0.5,0.2,0.5,1,4.8
219,Anthony Black,PG,20,ORL,68,33,17,1.7,3.6,0.463,0.5,1.4,0.391,1.1,2.2,0.507,0.537,0.7,1.2,0.613,0.5,1.5,2,1.3,0.5,0.3,0.8,1.6,4.6
220,Kenrich Williams,PF,29,OKC,67,1,14.8,1.9,4,0.465,0.8,2.1,0.391,1.1,2,0.542,0.565,0.1,0.2,0.5,0.9,2.1,3,1.3,0.6,0.1,0.4,1.5,4.6
221,Josh Okogie,SG,25,PHO,59,11,16.2,1.4,3.4,0.414,0.5,1.6,0.301,0.9,1.9,0.509,0.483,1.3,1.7,0.745,1.2,1.4,2.6,1.1,0.8,0.4,0.6,1.2,4.6
222,Kevon Looney,C,27,GSW,71,36,16.2,1.8,3.1,0.595,0,0,0,1.8,3.1,0.598,0.595,0.7,1.1,0.671,1.9,3.8,5.7,1.8,0.4,0.3,0.7,2.1,4.4
223,Jaxson Hayes,C,23,LAL,68,5,12.6,1.8,2.5,0.723,0,0.1,0,1.8,2.4,0.758,0.723,0.8,1.2,0.622,1,2,3,0.5,0.5,0.4,0.6,1.8,4.4
224,Joe Ingles,SF,36,ORL,66,0,17.3,1.5,3.4,0.431,1,2.4,0.431,0.4,1,0.431,0.584,0.4,0.5,0.824,0.3,1.8,2.1,3,0.6,0.1,1,1.3,4.4
225,Caleb Houstan,SF,21,ORL,58,13,14,1.4,3.5,0.385,1.2,3.3,0.37,0.1,0.2,0.615,0.559,0.3,0.4,0.792,0.5,1,1.4,0.5,0.2,0.1,0.3,1.1,4.3
226,Max Christie,SG,20,LAL,66,7,14.3,1.6,3.7,0.427,0.6,1.8,0.356,0.9,1.9,0.496,0.515,0.5,0.7,0.783,0.2,1.9,2.1,0.9,0.3,0.3,0.5,0.9,4.3
227,Blake Wesley,SG,20,SAS,59,1,14,1.6,3.5,0.461,0.2,0.9,0.204,1.4,2.5,0.553,0.488,0.8,1.3,0.667,0.3,1.2,1.5,2.7,0.4,0.2,0.9,1.4,4.2
228,Jae'Sean Tate,SF,28,HOU,65,9,15.9,1.7,3.5,0.472,0.4,1.2,0.299,1.3,2.3,0.559,0.522,0.4,0.6,0.667,0.9,2.1,3,1,0.6,0.2,0.6,2.1,4.1
229,Chris Duarte,SF,26,SAC,57,11,12.4,1.4,3.6,0.39,0.8,2.2,0.358,0.6,1.4,0.439,0.498,0.5,0.6,0.788,0.5,1.4,1.8,0.8,0.5,0.1,0.4,1.4,4
230,Jaylin Williams,C,21,OKC,67,1,13,1.3,3.3,0.408,0.7,2.1,0.362,0.6,1.2,0.488,0.523,0.5,0.6,0.805,0.5,2.8,3.4,1.6,0.4,0.4,0.5,1.4,3.9
231,KJ Martin,SF,23,TOT,60,2,12.4,1.6,3,0.536,0.1,0.5,0.286,1.5,2.6,0.582,0.558,0.4,0.7,0.537,0.7,1.5,2.2,0.9,0.4,0.2,0.5,1.7,3.7
232,Dwight Powell,C,32,DAL,61,8,12.9,1.1,1.7,0.683,0,0,0.5,1.1,1.6,0.687,0.688,1,1.5,0.708,1.4,1.8,3.2,1.3,0.4,0.3,0.5,1.8,3.3
233,JT Thor,PF,21,CHO,61,2,11.8,1.1,2.8,0.414,0.4,1.2,0.315,0.8,1.6,0.49,0.482,0.2,0.3,0.556,0.7,1.5,2.2,0.4,0.1,0.4,0.2,0.9,2.8
234,Dalen Terry,SG,21,CHI,56,1,10.9,1,2.4,0.414,0.3,1.2,0.212,0.7,1.2,0.612,0.466,0.4,0.6,0.618,0.4,1.3,1.8,1.3,0.4,0.3,0.5,1.3,2.6
